,Title,Label
16237,User Experience Designer,Graphic Designer
16238,Accountant,Project Manager/ Assistant
16242,Accountant,Raw
16243,English Language Teacher,Translator
16244,Short-term Legal Experts for Drafting Special Part of the Code of,Raw
16245,Short-term Legal Experts for Drafting Amendments and Additions to,Lawyer
16250,Secretary/ Referent,Call Center Specialist
16251,General Manager,Raw
16252,Food and Beverage Manager,Health Manager
16253,"Coop Tech/ Intern, Precision Analog HW Design",Software Developer
16254,Head of PR and Fundraising Department,Raw
16255,Quality and Training Consultant,Training Specialist
16256,Cashier at Entertainment Zone,Receptionist
16257,Assistant at Entertainment Zone,Assistant
16258,Auditor,Auditor
16260,Structural Engineer,Engineer
16262,Executive Assistant,Assistant
16263,Head of Software Development,Software Developer
16264,Chief Engineer,Director
16268,Programmer,Programmer
16270,Sales Director,Sales Manager
16272,Android Developer,Java Developer
16273,Junior Expert at NA Standing Committees,Raw
16277,Manager,Receptionist
16278,Web Developer,Software Developer
16279,Project Engineer,Project Manager/ Assistant
16280,Product and Tours Manager,Tour Manager
16284,"""Gavar"" Branch Manager",Raw
16287,Medical Representative,Medical Representative
16291,Office Manager/ Secretary,Office Manager
16292,Sales Specialist,Sales Manager
16293,iOS Developer,Raw
16295,Database Programmer,Raw
16296,Sales Specialist,Sales Manager
16297,"Coordinator, Sales Department",Director
16298,Safety Engineer,Engineer
16299,Java Developer,Software Developer
16301,Member of Internal Audit,Auditor
16306,Monitoring and Evaluation (M&E) Specialist,Raw
16308,Ropeway General Director,Director
16310,Commercial Representative,Raw
16313,"Financial Adviser, Armavir Branch",Customs Specialist
16314,"Head of Operational Unit, Kapan Branch",Operations Manager
16315,"Head of Customer Service Unit, Kapan Branch",Branch Manager
16316,Kapan Branch Manager,Branch Manager
16317,Gavar Area Development Program Sponsorship Coordinator,Sponsorship Coordinator
16318,IT Specialist/ 1C Supporter,Assistant
16321,Deputy Project Manager,Project Manager/ Assistant
16322,Project/ Component Coordinator,Project Manager/ Assistant
16323,Tchambarak Area Development Program Sponsorship Coordinator,Sponsorship Coordinator
16325,Customs Clearance Officer,Customs Specialist
16326,South Caucasus Communications Director,Raw
16327,Key Account Manager,Customs Specialist
16328,Electrician,Engineer
16330,Environmental Manager,Systems Administrator
16334,National Consultant,Consultant
16335,Web Developer,Web Developer/ Designer
16336,Retention and Loyalty Consultant,Raw
16337,Senior Business Intelligence and Reporting Developer,Data Analyst
16338,Online Literacy Specialist,Raw
16339,Accountant,Accountant
16341,Web Developer,Web Developer/ Designer
16342,Legal Expert on Local Initiatives and Referendum,Lawyer
16343,Medical Representative,Medical Representative
16344,Key Account Manager in Sphere of Health/ Medical Insurance,Medical Representative
16345,Technical Support Manager,Assistant
16346,Cashier/ Operator,Sales Manager
16347,Head of Technical Service Department,Manager
16348,Embedded Linux BSP Engineer,Engineer
16349,Head of Production and Technical Department,Raw
16351,Embedded Software Engineer,Engineer
16354,Java Developer,Java Developer
16355,QA Engineer,.NET Developer
16356,Assistant to Managing Director,Assistant
16357,Project Manager,Project Manager/ Assistant
16358,Communications Specialist,Communication Specialist
16359,Accountant,Accountant
16362,Sales Manager,Sales Manager
16363,Marketing/ Sales Manager,Sales Manager
16364,Relationship Specialist,Raw
16365,Risk Management Specialist,Credit Officer
16366,Actuary,Raw
16367,Project Assistant,Assistant
16368,Peace Corps Medical Officer,Unit Manager
16370,Credit Analyst/ Underwriter,Credit Officer
16371,Technical Consultant,Consultant
16372,Android Developer,Java Developer
16373,Senior Oracle PL/ SQL Developer,Software Developer
16375,Project Manager,Raw
16376,Credit Officer,Credit Officer
16377,Supply Manager/ Van Seller,Brand Manager
16378,Sales Specialist,Sales Manager
16379,Medical Representative,Medical Representative
16381,IT Specialist,Raw
16382,PR Manager,PR Specialist
16383,English Language Instructor,Raw
16384,Senior Web Developer,Web Developer/ Designer
16385,Commercial Director,Director
16387,Supplied Services Agent,Raw
16391,Software Engineer in Test,Engineer
16393,Business Solutions Manager,Office Manager
16395,Junior Web Developer,Software Developer
16396,Import and Logistics Manager,Export/ Import Manager
16397,English Language Teacher in Kindergarten,Translator
16398,SAP Accounting Specialist,Accountant
16399,Programmer,Programmer
16400,Financial Manager,Finance Specialist
16401,Project Officer,Project Manager/ Assistant
16402,Project Linguistic Assistant,Project Manager/ Assistant
16403,Remote Support Network Engineer,Engineer
16404,Safety Manager,Raw
16407,Carrier Relations Manager,Finance Specialist
16409,Rate Manager,Finance Specialist
16410,Technical Support Specialist,Specialist
16411,"Factoring Officer, Corporate Finance Department",Raw
16412,Content Marketing Specialist,Brand Manager
16414,"Monitoring and Evaluation Specialist of the ""Markets for Meghri""",Project Manager/ Assistant
16415,"Dealer, Treasury, Financial Markets Department",Customs Specialist
16417,English Language Specialist,Translator
16419,"Chief Dealer, Treasury, Financial Markets Department",Raw
16420,"Payroll and Benefits Specialist, HR Management Department",Raw
16421,Accounting and Tax Assistant,Credit Officer
16422,Accounting and Tax Manager,Credit Officer
16424,"Specialist, Operational System Development Division",Systems Administrator
16425,Branch Cashier/ Operator,Receptionist
16426,Financial Crime and Regulatory Compliance Officer,Raw
16432,Senior Software Engineer (MTS-4),Software Engineer
16433,QA Engineer,Engineer
16435,French Speaking Support Representative,Raw
16436,Disaster Risk Reduction (DRR) Expert,Raw
16437,Head of Credit Monitoring Division,Controller
16439,Legal Consultant,Raw
16441,Credit Monitoring Specialist,Credit Officer
16442,.NET Developer,.NET Developer
16443,News Writer for Armenian Edition,Journalist
16446,Rural Tourism Development Expert,Social Worker
16447,.NET Developer,.NET Developer
16448,QA Testing Engineer,Software Developer
16449,Local Consultant for Rapid Assessment of Child Care Institutions,Raw
16450,Driver,Driver
16451,Legal Adviser,Lawyer
16454,Junior Expert (Lawyer) at the NA Standing Committees on State and,Raw
16455,Senior Android Developer,Java Developer
16457,Architect/ Engineer,Engineer
16458,IP TV Application Layer Senior Engineer,Raw
16460,Head of HR Department,Raw
16462,Frontend Developer,Web Developer/ Designer
16465,Junior Expert in Public Health at the NA Standing Committee on,Raw
16469,IT Project Coordinator,Raw
16471,Calculation Specialist,Specialist
16475,Senior Flash Developer,Software Developer
16476,Marketing Specialist,Marketing Specialist
16479,Operations Coordinator,Operations Manager
16486,Logistics Manager,Office Manager
16487,"Teller, ""Stepanakert Branch",Teller
16492,.Net Web Developer (MVC4),Software Developer
16497,Senior Frontend Developer,Web Developer/ Designer
16498,Regional Sales Coordinator for Lori and Shirak Regions,Transport Manager
16501,Rental Agent,Sales Agent
16502,Project Acquisition Specialist,Project Manager/ Assistant
16504,Technical Writer,Raw
16505,Human Resources Manager,Raw
16506,"Credit Analyst in Transaction Structuring Division, Corporate",Teller
16508,Business Decision Support Officer,Manager
16512,Business Analyst,Analyst
16514,Head of Marketing and Product Development Division,Brand Manager
16516,Electronics/ PLC Engineer,Engineer
16517,Project Assistant,Project Manager/ Assistant
16519,Collections Agent,Raw
16520,Finance Manager,Finance Specialist
16521,Intermediate Business Intelligence and Reporting Developer,Raw
16522,Designer,Graphic Designer
16523,Senior Java Developer,Web Developer/ Designer
16526,Registration Coordinator,Raw
16527,Linux Administrator,Unix Administrator
16536,Chief Legal Counsel,Lawyer
16538,Accountant,Accountant
16539,Sales Consultant in Moscow,Sales Manager
16541,Assistant to the Chief,Assistant
16544,Methodologist,Raw
16545,Senior .Net Engineer,.NET Developer
16546,Assistant to Office Manager,Assistant
16547,Sales Representative,Sales Manager
16548,Accountant,Accountant
16550,Loan Officer for Armavir Branch,Credit Officer
16551,Loan Officer for Masis Branch,Credit Officer
16552,Goris Branch Cash Operations Accounting Specialist,Operations Manager
16553,Project Manager,Project Manager/ Assistant
16556,Business Analyst,Analyst
16557,Senior Business Analyst/ Team Lead,Analyst
16558,Senior iOS Developer,Software Developer
16559,Senior Android Developer,Java Developer
16561,Administrative Assistant,Assistant
16562,Database Developer,Engineer
16564,"NGO Capacity Development Expert/ Trainer for ""Civil Society",Raw
16565,Office Assistant/ Secretary,Assistant
16567,C++ Software Developer,C/ C++ Developer
16569,Tchambarak Area Development Program Sponsorship Coordinator,Raw
16570,Tchambarak Area Development Program Sponsorship Assistant,Sponsorship Coordinator
16571,Project Assistant,Project Manager/ Assistant
16574,Laboratory Technician,Raw
16575,Linux C++ Software Developer,C/ C++ Developer
16576,Translator,Translator
16578,Manager in Transportation/ Logistics Department,Transport Manager
16580,Head of Finance and Business Analytics Unit/ Business Decision,Manager
16581,Training Manager on Sales and Service,Sales Manager
16583,Refugee Programme Coordinator,Assistant
16584,Production Manager,Brand Manager
16585,Head of Sales Department,Sales Manager
16589,SharePoint Developer,Software Developer
16591,Medical Representative,Medical Representative
16592,Tax Policy Advisor,Credit Officer
16593,Transportation Manager,Transport Manager
16594,Human Resources Manager,Raw
16597,Deputy Chief Accountant,Accountant
16598,Chief Accountant,Accountant
16599,Technologist for Canned Food Production,Health Manager
16601,Educational Game Content Developer,Software Developer
16602,Senior Accountant,Accountant
16603,Senior Backend Engineer,Software Engineer
16606,Brand Manager,Brand Manager
16607,Marketing Manager,Marketing Specialist
16610,Head of Marketing Department,Marketing Specialist
16612,Financial Director,Director
16613,Financial Specialist/ Agile Product Owner,Raw
16614,Systems Administrator,Systems Administrator
16615,Core-Banking System Reporting Specialist (AS Bank 4.0),Finance Specialist
16617,Delinquent Credits Collection Agent,Credit Officer
16618,Short Term Expert for Participatory Assessment and Development of,Raw
16620,IT Help Desk and Support Specialist,Raw
16621,General Manager,Office Manager
16622,Chief Accountant,Accountant
16623,Translator,Translator
16624,Software Developer,Software Developer
16625,Professional Writer/ Editor,Journalist
16630,UX/ UI Designer,Software Developer
16631,Lawyer,Lawyer
16633,Financier,Finance Specialist
16637,Technical Marketing Intern/ Contractor,Raw
16638,PHP Developer,PHP Developer
16639,Technical Architect,Architect
16644,"Marketing and Value Chain Development Specialist of the ""Markets",Marketing Specialist
16645,Sales Specialist,Sales Manager
16646,Driver,Medical Representative
16648,Junior Customer Feedback Specialist,Customs Specialist
16650,Secretary/ Referent,Call Center Specialist
16652,Medical Representative,Medical Representative
16654,Product Promotion Specialist,Raw
16655,"Sales Coordinator in SME Accounts, B2B Sales Unit",Sales Manager
16658,"Loan Officer, ""Komitas Branch""",Loan Specialist
16660,Web/ IT Administrator,Software Developer
16661,Specialist in Receivables Management Department,Department Head
16662,Corporate Sales Specialist,Sales Manager
16664,Sales Consultant in Franchisee Shop,Sales Manager
16665,Expert on Decentralization and Local Governance,Lawyer
16666,Advertisement Sales Officer,Sales Manager
16667,Chief Technology Officer (CTO),Raw
16668,Project Manager,Project Manager/ Assistant
16669,Director of Strategy,Raw
16670,Consultant,Raw
16671,Entrepreneurship Trainer/ Consultant,Raw
16672,Sales Consultant,Sales Manager
16673,Store Manager,Brand Manager
16674,Administrative Assistant,Assistant
16675,Visual Manager/ Sales Consultant,Sales Manager
16676,Human Rights Lawyer,Director
16677,Caf Manager,Office Manager
16679,Driver,Driver
16680,Senior Java Software Engineer,Raw
16682,Software Engineer - DevOps,Engineer
16684,Senior Software Engineer,Software Engineer
16686,Web Applications Developer (for EGAR Project),Software Developer
16689,3D Modeling and 3D Animation Content Developer,Software Developer
16691,"Communication Expert/ Journalist (Junior), Local Governance",Communication Specialist
16692,"Coordinator for South Armenia (Vayots Dzor and Syunik), Local",Raw
16693,"Organisational Development Expert (Junior), Local Governance",Raw
16694,Import Manager,Export/ Import Manager
16695,Chief Accountant/ Deputy Chief Financial Officer,Accountant
16696,Component Team Leader,Raw
16697,Corporate Law Team Leader,Lawyer
16698,HR/ Admin Intern,HR Specialist
16702,ASP.NET MVC/ C# Developer,C/ C++ Developer
16703,Survey Researcher/ Consultant,Raw
16704,Residence Manager,Manager
16706,Customs Broker/ Brokerage Services Coordinator,Export/ Import Manager
16707,Symposium Event Organizer,Raw
16709,Company Representative,Raw
16710,Farm Executive Director,Raw
16711,C# Developer (MVC4),Software Developer
16712,National Advocacy Advisor,Raw
16713,C++ Software Developer,Software Developer
16714,Gavar ADP Sponsorship Assistant,Sponsorship Coordinator
16715,Vardenis ADP Sponsorship Assistant,Sponsorship Coordinator
16721,Branch Representative,Customs Specialist
16724,Component Leader,Raw
16725,Results Manager,Raw
16726,Corporate Collections Head,Raw
16728,Java Developer,Java Developer
16729,Financier in Financial Reporting Unit,Finance Specialist
16731,"Associate, Investment Banking Department, Corporate Finance Unit",Raw
16734,Electrical Engineer,Engineer
16736,Financier in Budget Planning and Control Unit,Controller
16737,Technical Support Specialist,Customs Specialist
16738,Director of Branch Network Management and Operations,Branch Manager
16739,C#/ .NET  Developer/ Intern,Software Developer
16741,Financial Analyst,Analyst
16742,Project Coordinator,Project Manager/ Assistant
16743,Corporate Fundraiser,Raw
16744,Lawyer/ Legal Authenticator,Lawyer
16746,PHP Developer,PHP Developer
16750,iOS Software Developer,Java Developer
16751,Software Engineer in Vanadzor,Engineer
16753,Senior QA Engineer,Test Engineer
16756,Project Manager,Project Manager/ Assistant
16758,QA Engineer,Test Engineer
16759,Office Coordiantor,Office Manager
16760,Android Developer,Java Developer
16763,Alaverdi Regional Unit Manager,Unit Manager
16766,Junior Expert at NA Standing Committee on State and Legal Affairs,Raw
16767,Junior Expert in Tax Regulations at NA Standing Committee on,Raw
16768,Amasia ADP Sponsorship Assistant (Replacement),Sponsorship Coordinator
16769,Regional Responsible in Lori,Raw
16770,Cinema Manager,Raw
16771,Kids Playground Manager,Raw
16773,General Manager,Raw
16774,Environmental and Social Risks Management Senior Specialist,Social Worker
16775,National Public Funding Advisor,Project Manager/ Assistant
16777,RF Engineer,Engineer
16779,"Call Center Specialist, Retail Banking Services Department",Raw
16781,Junior Expert to Work with NA Standing Committees on Territorial,Raw
16785,Fashion Buyer,Brand Manager
16786,"Head of Commercial Lending Division, Corporate Banking Department",Credit Officer
16787,"Marketing, Communications, Branding and Outreach Expert",Marketing Specialist
16788,National Transport Engineer,Raw
16789,.Net Developer,.NET Developer
16790,Procurement Consultant (Local Expert),Raw
16793,Freelance Interpreter/ Translator,Translator
16794,Web Developer,Web Developer/ Designer
16795,Trade Marketing Coordinator,Brand Manager
16796,Branch Manager,Branch Manager
16797,Microsoft Developer - CRM,Unix Administrator
16798,Senior Developer,Software Developer
16799,Senior Java Software Developer,Java Developer
16800,Senior Web Developer,Web Developer/ Designer
16802,Senior PHP Developer,PHP Developer
16804,Web/ Mobile App Designer,Web Developer/ Designer
16808,User Interface/ Web Designer,Web Developer/ Designer
16810,Android Engineer,Raw
16811,English Language Instructor,Translator
16813,Import Manager,Software Developer
16814,PR Specialist,Specialist
16815,Fraud and Security Officer,Raw
16816,Senior iOS Developer,Raw
16818,General Director of the Plant,Raw
16819,Senior QA Engineer,Raw
16820,Transportation Dispatcher,Transport Manager
16821,Legal Department Intern,Finance Specialist
16822,QA Engineer,Engineer
16825,Senior QA Engineer,Software Engineer
16826,Tender Specialist/ Content Manager,Web Developer/ Designer
16827,Assistant to Sales Manager,Sales Manager
16830,Secretary,Office Manager
16832,Assistant in BTL Department/ Event Manager,Raw
16834,Receptionist,Receptionist
16835,QA Engineer/ Tester,Software Developer
16836,Designer,Graphic Designer
16837,C#/ .NET Backend Developer,Software Developer
16838,Frontend Developer (ASP.NET MVC),.NET Developer
16839,Business Intelligence and Reporting Developer,Raw
16840,Senior .Net Engineer,Software Developer
16842,Finance Director,Director
16845,Accountant,Accountant
16850,Quality Manager,Manager
16853,.NET Developer,.NET Developer
16854,Marketing and Sales Manager,Sales Manager
16855,Senior iOS Developer,Web Developer/ Designer
16856,Branch Cashier/ Operator,Teller
16857,Senior Ruby on Rails Web Developer,Web Developer/ Designer
16858,QA Engineer,Engineer
16859,JavaScript  Developer,Web Developer/ Designer
16861,Sales Manager,Sales Manager
16869,Project  Manager,Raw
16871,News Reporter/ Copywriter,Raw
16872,Support Specialist,Raw
16873,Financial Director/ CFO,Finance Specialist
16874,IT Specialist/ 1C Supporter,Specialist
16876,"Administrator, Information Security Management Division",Information Officer
16879,"Head of International Relations (SWIFT, Bankmail), Correspondence",Raw
16880,Head of Liability Operations,Engineer
16881,"Head of Payment Cards, ATM and POS Terminals Operations",Raw
16882,Head of Customers Service Division,Raw
16883,Manager of Financial Planning and Analysis,Finance Specialist
16884,Assistant,Assistant
16886,Call Center Specialist,Call Center Specialist
16887,Head of Reporting Block,Engineer
16888,Head of Dealing Operations,Engineer
16889,Senior Marketing Specialist,Marketing Specialist
16891,"QA Engineer, Deep Submicron Department",Software Developer
16892,HR Manager,HR Specialist
16893,Procurement Specialist,Raw
16894,QA Manager,Software Developer
16895,Consultant - Support to Public Awareness,Raw
16896,Production Manager,Brand Manager
16900,Head of IT Security Department,Engineer
16902,Business Intelligence Analyst,Analyst
16903,Senior Backend Engineer,Software Engineer
16905,Head of Artsakh Project,Project Manager/ Assistant
16906,Head of Tourism Projects,Transport Manager
16907,Procurement Consultant,Raw
16908,Oracle Database Administrator,Finance Specialist
16910,Running Guide,Tour Manager
16911,UI/ UX Designer,Graphic Designer
16912,Agricultural Equipment Sales Assistant,Assistant
16916,Risk Management Specialist,Credit Officer
16917,Product Manager,Engineer
16918,Graphic Designer,Engineer
16919,Accountant,Accountant
16920,Web Developer,Engineer
16921,Senior Software Performance Engineer,C/ C++ Developer
16924,Junior Mobile Developer,Raw
16925,Chemist/ Analyst,Analyst
16926,Communications Officer,Raw
16927,Head of Process Improvement Department,Engineer
16928,"Senior Specialist of Training and Development Group, Human",Training Specialist
16929,Chief Accountant,Accountant
16931,Technical Support Center Engineer,Software Developer
16934,Senior Software Engineer,Engineer
16936,Community Mobilization Officer,Raw
16937,Training and Development Officer,Raw
16938,SME Crediting Products Development Methodologist,Raw
16940,Project Manager,Project Manager/ Assistant
16942,Senior iOS Developer,Java Developer
16943,Senior Web Developer,Web Developer/ Designer
16944,Technical Support Specialist,Raw
16945,Senior Android Developer,Java Developer
16947,Product Manager,Engineer
16948,PR Specialist,Specialist
16950,Local Governance Expert for Municipal Services,Raw
16951,Project Assistant,Project Manager/ Assistant
16952,Senior Project Officer,Raw
16954,"Interconnect, Wholesale and Roaming Specialist",Roaming Engineer
16955,Receptionist/ Telephone Operator,Raw
16956,"Specialist of ATM and POS Group, RBD  Branches Coordination",Raw
16957,Lawyer,Lawyer
16958,Program Development and Management Specialist,Project Manager/ Assistant
16960,Organizational Capacity Development Specialist,Raw
16961,Support Specialist,Raw
16964,Head of Dealing Operations Department,Raw
16966,Grants Officer,Project Manager/ Assistant
16967,Web Projects Manager,Web Developer/ Designer
16968,Senior Designer,Graphic Designer
16969,"Loan Monitoring Specialist, Credit Risk Management",Loan Specialist
16972,QA Engineer,QA Engineer
16973,ASP.NET MVC Developer,Software Developer
16974,Quality Assurance Engineer,Engineer
16975,UI/ UX Designer,Graphic Designer
16976,Gegharkunik Marz Health Coordinator,Project Manager/ Assistant
16977,Shirak Marz Health Coordinator,Project Manager/ Assistant
16978,ADP Economic Development Officer,Raw
16979,Financial Controller,Controller
16981,Driver cum Office Assistant,Raw
16982,Gegharkunik Marz Economic Development Coordinator,Raw
16983,QA and Technical Support Specialist,Raw
16984,Talin ADP Sponsorship Assistant/ Translator,Sponsorship Coordinator
16985,IT Senior Systems Administrator,Systems Administrator
16986,Programme Assistant/ (Junior) Administrative Professional,Programmer
16987,Chief Operating Officer,Raw
16988,Lori Marz Health Coordinator,Raw
16989,Moderator,Raw
16990,Tavush Marz Health Coordinator,Project Manager/ Assistant
16991,"Retail Credit Portfolio Post Underwriting Unit Loan Officer,",Loan Specialist
16997,"Head of Cards Issuance and Maintenance Unit, Operations General",Unit Manager
17001,Head of Sales Department,Department Head
17006,Interconnect Wholesale Business Development Manager,Network Engineer
17007,iOS Developer,Java Developer
17008,Office Manager,Raw
17009,Project Manager,Project Manager/ Assistant
17010,Director/ Store Manager,Brand Manager
17011,"Health, Safety and Environment Expert",Raw
17012,Senior Android Developer,Java Developer
17014,Accountant,Accountant
17015,Gegharkunik Marz Development Manager,Software Developer
17016,Syunik Marz Development Manager,Project Manager/ Assistant
17017,Aragatsotn Marz Development Manager,Software Developer
17018,"Technical Writer, IT and Automation Division",Journalist
17019,Branch Manager at Achajour Caf,Raw
17020,Commercial Logistics Manager,Manager
17024,Senior .NET Developer,.NET Developer
17025,Accounting Specialist,Accountant
17030,Sales and Marketing Specialist,Sales Manager
17031,Graphic Designer,Graphic Designer
17032,Junior PHP Developer,PHP Developer
17034,Customer Service Representative,Customs Specialist
17036,Junior QA Engineer,Test Engineer
17037,IT Specialist,Specialist
17038,Warehouse and Stock Controller,Marketing Specialist
17040,HR Specialist,HR Specialist
17044,Operations Manager,Operations Manager
17045,Veterinary Project Coordinator,Project Manager/ Assistant
17046,Project Coordinator,Project Manager/ Assistant
17048,Administrative Secretary,Director
17051,Java Software Developer,Java Developer
17053,Mid Level iOS Developer,Engineer
17055,System Architect,Architect
17057,ENPARD Project Manager,Raw
17059,Credit Officer in Gyumri,Credit Officer
17060,Ruby on Rails Developer,Training Specialist
17063,Secretary,Raw
17064,Marketing Manager,Marketing Specialist
17065,Tender Specialist/ Content Manager,Raw
17066,Senior Project Manager,Project Manager/ Assistant
17067,Commercial Director,Sales Manager
17068,International Expert on Grape Production/ Team Leader,Transport Manager
17069,National Grape Protection Specialist,Transport Manager
17071,National Grape Genetic Resources Conservation Specialist,Transport Manager
17072,International Expert on Grape Protection,Transport Manager
17074,Project Manager,Project Manager/ Assistant
17075,National Grape Production Specialist,Transport Manager
17076,Professional Designer,Engineer
17077,Senior ASP.NET MVC Developer,Software Developer
17079,.NET Developer,.NET Developer
17081,Android Developer,.NET Developer
17082,Web Developer,Web Developer/ Designer
17085,Junior Expert at NA Standing Committee on Economic Affairs,Raw
17086,Junior Expert at NA Standing Committee on Foreign Relations,Raw
17087,Roaming Engineer,Roaming Engineer
17088,IT Specialist,Raw
17090,Grant Specialist,Project Manager/ Assistant
17093,Area Sales Manager,Sales Manager
17094,Marketing Manager,Marketing Specialist
17096,Frontend Developer,Web Developer/ Designer
17098,Accountant,Accountant
17099,System Administrator,Systems Administrator
17101,Senior Python Developer,Engineer
17105,"Teller, Customer Transactions Unit",Receptionist
17106,Public Relations Responsible,PR Specialist
17107,Accounting Department Specialist,Accountant
17108,Monitoring and Evaluation Assistant,Raw
17110,Graduate Trainee for HR Department,Raw
17113,PR Manager,PR Specialist
17115,Senior Product Manager,Brand Manager
17117,Java Developer,Java Developer
17118,.Net Developer,.NET Developer
17119,Research and Analytic Consultant,Analyst
17120,"Senior IT Network Administrator, Administration Unit, Network",Network Administrator
17121,"Manager in Transportation, Logistics Department",Transport Manager
17123,"Senior Expert, Tax and Law Department",Lawyer
17124,Freight Forwarding Coordinator/ Intern,Transport Manager
17126,"Accounting Specialist, Tax and Law Department",Credit Officer
17127,Secretary,Project Manager/ Assistant
17128,Regional Manager,Raw
17129,Senior Java Developer,Sales Manager
17130,Senior .Net Engineer,Software Developer
17131,Investment Policy and Regulation Consultant,Software Developer
17133,Shirak Marz Health Coordinator,Health Manager
17134,Staff Manager/ Director,Director
17135,Assistant to Director Founder,Director
17138,Grant Manager,Project Manager/ Assistant
17140,Watchmaker,Engineer
17142,Senior Manager of Support Services,Raw
17146,Senior Back End Developer,Raw
17152,"Cardholder Relationship Management Division Specialist, Card",Raw
17155,Customer Service Representative,Customs Specialist
17156,Internal Auditor,Auditor
17157,Mathematics Teacher,Raw
17158,Internet Technical Support Consultant,Call Center Specialist
17159,"HR Specialist, Human Resource Management  Department",HR Specialist
17160,Laboratory Assistant,Assistant
17161,Software Test Engineer,Test Engineer
17162,Local Consultant for Private Sector Mapping and Database Setup in,Raw
17163,Local Consultant on Gender,Translator
17166,"Teller,  Zvartnots Branch",Teller
17167,Administrator of the Information Networks and Active Directory,Information Officer
17168,Deputy Chief Accountant,Accountant
17172,Quality Assurance Expert,Raw
17173,Trade Officer,Sales Manager
17174,Accountant,Accountant
17175,"Chief Dealer, Treasury, Financial Markets Department",Teller
17176,Monitoring Unit Operator,Controller
17178,Graduate Trainee for Technical Department,Raw
17180,Automation Engineer,Engineer
17181,Senior Business Analyst,Analyst
17183,Senior Java Developer/ Team Leader,Raw
17184,Key Account Specialist in Tavush,Sales Manager
17186,Tax Policy and Tax Administration Experts for Drafting the Tax,Credit Officer
17187,Executive Assistant,Raw
17188,Corporate Support Manager,Customs Specialist
17190,Lawyer,Lawyer
17192,Senior .Net Developer,.NET Developer
17193,Inventory and Commodity Analyst,Marketing Specialist
17197,Financial Sector Development Analyst,Raw
17199,Senior Web Developer,C/ C++ Developer
17205,Junior Database Specialist,Engineer
17207,Construction Projects Coordinator,Project Manager/ Assistant
17210,UX Designer,Graphic Designer
17212,Chief Executive Officer,Finance Specialist
17213,Sales Executive,Sales Manager
17215,Designer,Graphic Designer
17216,Marketing Specialist,Marketing Specialist
17220,Digital Projects Coordinator,Raw
17221,Import Manager,Export/ Import Manager
17222,Sales Responsible,Sales Manager
17223,Project Manager,Project Manager/ Assistant
17224,Digitization Specialist,Raw
17227,User Interface/ Web Designer,Software Developer
17228,Replacing Branch Manager,Branch Manager
17229,Regional Responsible,Social Worker
17230,"Rural Economic Developmant Regional Program Coordinator (Armenia,",Finance Specialist
17231,Local Consultant for Expansion of Opportunities of Representation,Raw
17232,Senior Finance Specialist,Raw
17233,Translator,Raw
17234,Procurement Specialist,Raw
17235,Senior Java Web Developer,Software Developer
17236,Scrum Master,Raw
17237,Graduate Trainee for Commercial Department,Raw
17238,Graduate Trainee for Financial Department,Raw
17239,Graduate Trainee for IT Department,Raw
17240,Human Resources Specialist,Raw
17241,MI and Group Reporting Analyst,Data Analyst
17243,Head of Communications Department,Department Head
17247,Translator-Editor,Software Developer
17248,"Collections Unit Specialist, Legal Department",Credit Officer
17250,Driver/ Logistician,Medical Representative
17255,Administrative Assistant,Assistant
17256,QA Engineer,Engineer
17261,Graphic Designer,Graphic Designer
17262,Postman,Raw
17264,Expert on Environmental Economics,Raw
17266,Legal Research Assistant,Lawyer
17267,Director of Engineering,Engineer
17268,Operations Manager,Director
17269,Motion Graphics Artist,Graphic Designer
17270,Manager of Child and Family Support (CFS) Program,Project Manager/ Assistant
17272,SQA Engineer,C/ C++ Developer
17274,Medical Representative,Medical Representative
17275,Gavar Area Development Program Sponsorship Assistant,Project Manager/ Assistant
17276,iOS Developer,Java Developer
17277,Junior Technical Writer,Journalist
17278,Web Developer,Engineer
17279,Market Development Specialist,Marketing Specialist
17280,"Software Developer, Software Management Unit",Software Developer
17283,1C Programmer,Programmer
17284,UI/ UX Designer,Graphic Designer
17285,Economist,Raw
17286,PPC Specialist,Finance Specialist
17291,English Language Specialist,Translator
17292,Accountant,Accountant
17294,"WVMEER-Evaluator, Youth Empowerment Learning Hub, External",Raw
17295,"Chief Specialist of the Internal Control Unit, Department of",Unit Manager
17296,Web Developer,Web Developer/ Designer
17298,Logistics Manager,Transport Manager
17299,Android Developer,Android Developer
17300,Communication Officer,Office Manager
17302,.NET Developer,.NET Developer
17304,Agricultural Equipment Sales and Service Assistant,Assistant
17305,"Information Security Manager, Information and Technical Security",Network Administrator
17306,Regulatory Affairs Associate,Raw
17307,Office Manager of the Country Director,Raw
17309,Graphic Designer,Graphic Designer
17310,Roaming and Database Administrator,Roaming Engineer
17312,Non-Cash Operations Department Specialist,Credit Officer
17313,Brand Manager,Brand Manager
17314,Medical Loss Adjuster,Medical Representative
17315,Head of Marketing Department,Marketing Specialist
17316,Medical Representative,Medical Representative
17318,IT Specialist,Information Officer
17319,Micro Lending Division Credit Specialist,Credit Officer
17321,Loan Management Unit Officer,Raw
17323,Software Developer,Engineer
17326,International Sales/ Account Manager,Auditor
17327,Mid-Level Front End Developer,Engineer
17328,Senior Android Developer,Java Developer
17329,UI/ UX Developer,Software Developer
17330,Senior iOS Developer,Software Developer
